,Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western
956,Lawless,0.46938775510204084,0.4280442804428044,0.6666666666666666,0.7741935483870968,0.08533333333333333,0.85,0.2,0.0,0.15,0.05,0.1,0.9,0.25,0.0,0.8,0.1,0.0,0.0,1.0,0.7,0.75,0.0,0.1,0.0,0.3,0.4,0.05,0.0,0.0,0.0,0.7,0.0,0.6
957,Widow Clicquot,0.47529538131041893,0.33210332103321033,0.6666666666666666,0.6774193548387096,0.0,0.0,0.0,0.0,0.1,0.75,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,Thir13en Ghosts,0.46348012889366275,0.33579335793357934,0.16666666666666666,0.6021505376344085,0.032,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.2,0.6,1.0,0.0,0.0,0.8,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
959,Crazy Heart,0.4677765843179377,0.4132841328413284,0.6666666666666666,0.7741935483870968,0.032,0.1,0.05,0.0,0.25,0.85,0.15,0.05,0.1,0.0,0.95,0.05,0.0,0.0,1.0,0.15,0.2,0.0,0.9,0.1,0.05,0.05,0.2,0.0,0.0,0.0,0.05,0.0,0.05
960,Die Hard 2,0.45757250268528465,0.4575645756457565,0.6666666666666666,0.7634408602150536,0.12966666666666668,0.98,0.75,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
961,This Is the End,0.4699248120300752,0.3948339483394834,0.6666666666666666,0.7096774193548386,0.14666666666666667,0.05,0.02,0.0,0.01,0.01,0.95,0.02,0.85,0.0,0.15,0.0,0.1,0.05,1.0,0.01,0.0,0.05,0.02,0.01,0.05,0.0,0.02,0.1,0.01,0.0,0.05,0.0,0.0
962,Splice,0.4677765843179377,0.3837638376383764,0.6666666666666666,0.6236559139784945,0.034666666666666665,0.2,0.05,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.85,0.0,0.75,0.0,0.0
963,Queenpins,0.47422126745435017,0.4059040590405904,0.6666666666666666,0.6881720430107526,0.008666666666666666,0.1,0.0,0.0,0.0,0.2,0.7,0.6,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.1,0.0,0.4,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0
964,That Thing You Do!,0.4607948442534909,0.3985239852398524,0.3333333333333333,0.7526881720430108,0.025,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.15,0.0,0.7,0.0,0.6,0.0,1.0,0.2,0.2,0.0,0.9,0.4,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0
965,Spy Kids,0.46348012889366275,0.3247232472324723,0.3333333333333333,0.6021505376344085,0.043333333333333335,0.95,0.9,0.8,0.1,0.0,0.85,0.05,0.0,0.0,0.15,0.0,0.98,0.7,1.0,0.0,0.0,0.1,0.2,0.25,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0
966,Knowing,0.4677765843179377,0.44649446494464945,0.3333333333333333,0.6666666666666666,0.084,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
967,Bad Teacher,0.46885069817400643,0.33948339483394835,0.6666666666666666,0.6129032258064516,0.07166666666666667,0.05,0.0,0.0,0.1,0.0,0.95,0.05,0.9,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
968,Game Night,0.47261009667024706,0.36900369003690037,0.16666666666666666,0.7419354838709677,0.087,0.2,0.05,0.0,0.05,0.0,0.9,0.05,0.85,0.0,0.25,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
969,Romancing the Stone,0.45435016111707843,0.39114391143911437,0.6666666666666666,0.7419354838709677,0.035333333333333335,0.2,0.85,0.0,0.05,0.0,0.7,0.05,0.15,0.0,0.4,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.95,0.0,0.0,0.0,0.25,0.0,0.0
970,Alone,0.47368421052631576,0.36162361623616235,0.6666666666666666,0.6666666666666666,0.010666666666666666,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
971,Moana,0.47690655209452204,0.0,0.0,0.0,0.0,0.6,0.95,1.0,0.4,0.2,0.5,0.0,0.0,0.0,0.7,0.75,0.9,0.8,1.0,0.6,0.0,0.0,0.9,0.85,0.1,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0
972,Van Wilder,0.4640171858216971,0.33948339483394835,0.6666666666666666,0.6881720430107526,0.039,0.1,0.15,0.0,0.05,0.0,0.9,0.0,0.2,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.3,0.75,0.0,0.0,0.0,0.0,0.0
973,Succubus,0.4758324382384533,0.3800738007380074,0.6666666666666666,0.49462365591397844,0.00027333333333333333,0.1,0.05,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.1,1.0,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0
974,Indecent Proposal,0.45918367346938777,0.4317343173431734,0.6666666666666666,0.6451612903225806,0.02666666666666667,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.95,0.15,0.0,0.0,0.6,0.0,0.0
975,CODA,0.47422126745435017,0.4095940959409594,0.3333333333333333,0.8602150537634408,0.05733333333333333,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.05,0.0,0.95,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0
976,The Virgin Suicides,0.462406015037594,0.35793357933579334,0.6666666666666666,0.7741935483870968,0.058,0.0,0.0,0.0,0.75,0.1,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
977,X-Men: Apocalypse,0.4715359828141783,0.5313653136531366,0.3333333333333333,0.7311827956989246,0.15733333333333333,0.95,0.8,0.0,0.05,0.2,0.1,0.0,0.0,0.0,0.75,0.6,0.3,0.9,1.0,0.25,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
978,The Hobbit: The Battle of the Five Armies,0.47046186895810954,0.5313653136531366,0.6666666666666666,0.7956989247311828,0.19533333333333333,0.95,0.98,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.75,0.85,0.6,0.99,0.95,0.2,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0
979,In Time,0.46885069817400643,0.4022140221402214,0.3333333333333333,0.7204301075268816,0.15266666666666667,0.7,0.2,0.0,0.1,0.0,0.15,0.1,0.25,0.0,0.65,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.9,0.0,0.8,0.0,0.0
980,Original Sin,0.46348012889366275,0.4280442804428044,0.6666666666666666,0.6451612903225806,0.02033333333333333,0.1,0.05,0.0,0.15,0.0,0.0,0.7,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.05,0.0,0.6,0.15,0.05,0.0,0.0,0.0,0.75,0.0,0.0
981,"Oh, Canada",0.4758324382384533,0.33579335793357934,0.6666666666666666,0.5913978494623655,0.000136,0.01,0.1,0.0,0.05,0.15,0.45,0.0,0.2,0.0,0.6,0.05,0.3,0.0,0.95,0.2,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
982,Amsterdam,0.4747583243823845,0.4944649446494465,0.6666666666666666,0.6559139784946235,0.03266666666666666,0.2,0.1,0.0,0.15,0.3,0.4,0.5,0.6,0.0,0.7,0.1,0.05,0.0,1.0,0.8,0.85,0.0,0.05,0.0,0.75,0.25,0.1,0.35,0.0,0.0,0.65,0.6,0.0
983,Transformers: The Last Knight,0.47207303974221265,0.5682656826568265,0.3333333333333333,0.5591397849462365,0.057666666666666665,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.25,0.6,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
984,Elvis,0.4747583243823845,0.5867158671586716,0.3333333333333333,0.7849462365591398,0.08133333333333333,0.2,0.05,0.0,0.15,0.95,0.05,0.1,0.0,0.0,0.9,0.1,0.05,0.0,1.0,0.9,0.0,0.0,0.9,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
985,Moonfall,0.4747583243823845,0.4797047970479705,0.3333333333333333,0.5483870967741935,0.034666666666666665,0.75,0.65,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.5,0.4,0.15,0.2,0.95,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
986,Zoolander,0.46348012889366275,0.33210332103321033,0.6666666666666666,0.6989247311827956,0.1,0.1,0.05,0.0,0.15,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.1,0.05,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0
987,The 40-Year-Old Virgin,0.4656283566058002,0.4280442804428044,0.6666666666666666,0.7634408602150536,0.15933333333333333,0.01,0.01,0.0,0.05,0.02,0.98,0.01,0.8,0.0,0.75,0.0,0.1,0.0,1.0,0.01,0.0,0.0,0.05,0.01,0.05,0.0,0.2,0.95,0.0,0.0,0.05,0.0,0.0
988,Underworld,0.46455424274973145,0.44649446494464945,0.6666666666666666,0.7526881720430108,0.09666666666666666,0.95,0.7,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.6,0.2,0.0,0.9,1.0,0.0,0.0,0.85,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0
989,The Twilight Saga: Breaking Dawn - Part 2,0.46938775510204084,0.42435424354243545,0.3333333333333333,0.6021505376344085,0.08933333333333333,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,0.4,0.95,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0
990,Gods of Egypt,0.4715359828141783,0.46863468634686345,0.16666666666666666,0.5806451612903226,0.043,0.75,0.8,0.0,0.15,0.05,0.1,0.0,0.05,0.0,0.6,0.7,0.2,0.95,1.0,0.7,0.7,0.1,0.15,0.0,0.1,0.0,0.15,0.0,0.85,0.0,0.25,0.0,0.0
991,Road House,0.45703544575725025,0.42066420664206644,0.6666666666666666,0.7204301075268816,0.035,0.95,0.1,0.0,0.05,0.0,0.2,0.15,0.25,0.0,0.3,0.0,0.05,0.0,0.99,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.6,0.0,0.05
992,Blended,0.47046186895810954,0.4317343173431734,0.3333333333333333,0.6989247311827956,0.04933333333333333,0.05,0.1,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.4,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
993,The Exorcism,0.4758324382384533,0.3505535055350554,0.6666666666666666,0.4408602150537634,0.0,0.05,0.01,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.05,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
994,Far from the Madding Crowd,0.47099892588614395,0.43911439114391143,0.3333333333333333,0.7634408602150536,0.018333333333333333,0.1,0.2,0.0,0.3,0.05,0.15,0.0,0.0,0.0,0.9,0.15,0.1,0.0,0.95,0.7,0.0,0.0,0.1,0.0,0.25,0.0,0.8,0.0,0.0,0.0,0.05,0.0,0.0
995,Beautiful Boy,0.47261009667024706,0.44280442804428044,0.6666666666666666,0.7956989247311828,0.035666666666666666,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
996,Dirty Harry,0.4473684210526316,0.3763837638376384,0.6666666666666666,0.8279569892473118,0.05733333333333333,0.98,0.05,0.0,0.05,0.0,0.02,0.95,0.01,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.9,0.85,0.0,0.0,0.0,0.0,0.95,0.0,0.9
997,Logan Lucky,0.47207303974221265,0.4354243542435424,0.3333333333333333,0.7526881720430108,0.056,0.85,0.6,0.0,0.05,0.0,0.7,0.95,0.8,0.0,0.65,0.0,0.1,0.0,1.0,0.15,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.2
998,The Poughkeepsie Tapes,0.46670247046186897,0.2988929889298893,0.6666666666666666,0.6344086021505376,0.009,0.05,0.0,0.0,0.15,0.2,0.0,0.75,0.0,0.9,0.8,0.0,0.0,0.0,0.9,0.6,0.6,0.1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0
999,Lisa Frankenstein,0.4758324382384533,0.3726937269372694,0.3333333333333333,0.6559139784946235,0.008333333333333333,0.05,0.1,0.0,0.2,0.0,0.4,0.0,0.3,0.0,0.6,0.0,0.2,0.15,1.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0
1000,The Lost World: Jurassic Park,0.46133190118152523,0.47601476014760147,0.3333333333333333,0.7096774193548386,0.15066666666666667,0.95,0.92,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.7,0.85,0.75,0.6,1.0,0.0,0.0,0.8,0.1,0.0,0.2,0.0,0.0,0.0,0.98,0.0,0.88,0.0,0.0
1001,The Ring,0.4640171858216971,0.42435424354243545,0.6666666666666666,0.7634408602150536,0.128,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
1002,A Quiet Place Part II,0.47368421052631576,0.35793357933579334,0.3333333333333333,0.7741935483870968,0.098,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.05,0.05,0.0,1.0,0.0,0.0,0.95,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
1003,Risky Business,0.453813104189044,0.36531365313653136,0.6666666666666666,0.7311827956989246,0.034,0.1,0.05,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0
1004,Goldfinger,0.44360902255639095,0.4059040590405904,0.16666666666666666,0.8279569892473118,0.06866666666666667,0.95,0.7,0.0,0.1,0.0,0.2,0.6,0.0,0.0,0.5,0.25,0.1,0.05,1.0,0.0,0.0,0.05,0.15,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0
1005,Christmas with the Kranks,0.46509129967776586,0.36531365313653136,0.3333333333333333,0.5913978494623655,0.019333333333333334,0.01,0.05,0.0,0.02,0.0,0.95,0.0,0.2,0.0,0.6,0.0,0.8,0.01,0.99,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.15,0.7,0.0,0.0,0.02,0.0,0.0
1006,Casper,0.4602577873254565,0.36900369003690037,0.3333333333333333,0.6666666666666666,0.050333333333333334,0.05,0.25,0.95,0.1,0.0,0.7,0.0,0.15,0.0,0.3,0.0,0.9,0.8,1.0,0.0,0.0,0.1,0.15,0.1,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
1007,Gran Turismo,0.47529538131041893,0.4944649446494465,0.16666666666666666,0.7634408602150536,0.03766666666666667,0.75,0.6,0.0,0.1,0.85,0.15,0.0,0.0,0.0,0.8,0.2,0.5,0.0,1.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.95,0.1,0.0,0.0
1008,Ghost Ship,0.4640171858216971,0.33579335793357934,0.16666666666666666,0.6021505376344085,0.037333333333333336,0.2,0.15,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.05,0.0,0.25,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
1009,Sling Blade,0.4607948442534909,0.4981549815498155,0.6666666666666666,0.8602150537634408,0.03333333333333333,0.1,0.05,0.0,0.75,0.2,0.6,0.15,0.8,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
1010,Transformers: Revenge of the Fallen,0.4677765843179377,0.5498154981549815,0.6666666666666666,0.6451612903225806,0.145,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.7,0.2,0.9,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1011,The Dark Tower,0.47207303974221265,0.3505535055350554,0.3333333333333333,0.6021505376344085,0.04933333333333333,0.85,0.92,0.0,0.15,0.05,0.1,0.12,0.0,0.0,0.7,0.8,0.2,0.95,0.98,0.1,0.0,0.25,0.1,0.0,0.65,0.0,0.05,0.0,0.0,0.0,0.75,0.05,0.0
1012,The Hills Have Eyes,0.46616541353383456,0.3948339483394834,0.6666666666666666,0.6881720430107526,0.06266666666666666,0.75,0.6,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.5,0.1,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.2
1013,2 Fast 2 Furious,0.46455424274973145,0.3948339483394834,0.3333333333333333,0.6344086021505376,0.10133333333333333,0.98,0.85,0.0,0.01,0.0,0.2,0.9,0.0,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.25,0.0,0.0,0.1,0.7,0.0,0.0
1014,Lady Chatterley's Lover,0.4747583243823845,0.46494464944649444,0.6666666666666666,0.7096774193548386,0.008,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.9,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
1015,The Expendables 4,0.47529538131041893,0.3800738007380074,0.6666666666666666,0.5161290322580645,0.015333333333333332,0.95,0.6,0.0,0.05,0.0,0.2,0.1,0.15,0.0,0.1,0.15,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1016,Operation Fortune: Ruse de Guerre,0.47529538131041893,0.42066420664206644,0.6666666666666666,0.6774193548387096,0.032,0.95,0.85,0.0,0.1,0.05,0.6,0.2,0.7,0.0,0.75,0.2,0.15,0.05,1.0,0.1,0.0,0.0,0.15,0.0,0.8,0.05,0.1,0.0,0.0,0.0,0.9,0.0,0.0
1017,Death on the Nile,0.4747583243823845,0.46863468634686345,0.3333333333333333,0.6774193548387096,0.06533333333333333,0.1,0.2,0.0,0.15,0.05,0.1,0.6,0.0,0.0,0.75,0.1,0.0,0.0,1.0,0.1,0.0,0.05,0.05,0.0,0.9,0.05,0.3,0.0,0.0,0.0,0.8,0.0,0.0
1018,Batman v Superman: Dawn of Justice,0.4715359828141783,0.5571955719557196,0.6666666666666666,0.6989247311827956,0.254,0.95,0.7,0.0,0.2,0.1,0.05,0.8,0.0,0.0,0.85,0.6,0.05,0.3,0.99,0.15,0.0,0.5,0.1,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.9,0.0,0.0
1019,Migration,0.47529538131041893,0.3062730627306273,0.3333333333333333,0.7096774193548386,0.012,0.05,0.1,0.0,0.2,0.15,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,Little Children,0.46616541353383456,0.5055350553505535,0.6666666666666666,0.8064516129032258,0.03933333333333333,0.05,0.0,0.0,0.3,0.0,0.1,0.05,0.2,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.25,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.0
1021,Bodies Bodies Bodies,0.4747583243823845,0.34686346863468637,0.6666666666666666,0.6666666666666666,0.02666666666666667,0.05,0.0,0.0,0.05,0.0,0.8,0.0,0.95,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.9,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
1022,Wild Things,0.46186895810955964,0.3985239852398524,0.6666666666666666,0.7096774193548386,0.04466666666666667,0.1,0.0,0.0,0.25,0.0,0.4,0.05,0.6,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
1023,Trolls Band Together,0.47529538131041893,0.33579335793357934,0.3333333333333333,0.6451612903225806,0.005666666666666667,0.1,0.2,0.95,0.15,0.0,0.8,0.0,0.1,0.0,0.3,0.05,0.9,0.25,0.95,0.0,0.0,0.0,0.9,0.9,0.05,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0
1024,After We Collided,0.47368421052631576,0.3874538745387454,0.6666666666666666,0.5483870967741935,0.013333333333333334,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.95,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.05,0.0,0.0,0.0,0.0,0.0
1025,Tron: Legacy,0.4683136412459721,0.4612546125461255,0.3333333333333333,0.7311827956989246,0.12033333333333333,0.95,0.8,0.6,0.2,0.0,0.05,0.0,0.0,0.0,0.3,0.7,0.3,0.9,1.0,0.0,0.0,0.05,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
1026,Liar Liar,0.46133190118152523,0.3173431734317343,0.3333333333333333,0.7419354838709677,0.11366666666666667,0.01,0.05,0.0,0.0,0.0,0.95,0.0,0.7,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0
1027,They Live,0.4564983888292159,0.34686346863468637,0.6666666666666666,0.7741935483870968,0.050333333333333334,0.85,0.2,0.0,0.15,0.0,0.7,0.6,0.0,0.0,0.55,0.0,0.0,0.2,1.0,0.0,0.0,0.75,0.1,0.0,0.7,0.25,0.0,0.0,0.0,0.0,0.95,0.0,0.0
1028,Blonde,0.4747583243823845,0.6162361623616236,0.8333333333333334,0.5913978494623655,0.024666666666666667,0.05,0.0,0.0,0.2,0.95,0.0,0.05,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.9,0.9,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
1029,Under the Skin,0.4699248120300752,0.3985239852398524,0.6666666666666666,0.6774193548387096,0.054,0.05,0.1,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.05,1.0,0.0,0.0,0.2,0.1,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0
1030,Sweet Home Alabama,0.4640171858216971,0.3985239852398524,0.3333333333333333,0.6666666666666666,0.042,0.1,0.05,0.0,0.05,0.15,0.75,0.0,0.6,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.95,0.9,0.0,0.0,0.1,0.0,0.0
1031,The Secret Life of Walter Mitty,0.4699248120300752,0.42066420664206644,0.3333333333333333,0.7849462365591398,0.116,0.15,0.2,0.0,0.35,0.1,0.4,0.0,0.3,0.0,0.9,0.05,0.1,0.15,0.95,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.15,0.0,0.0,0.1,0.0,0.0
1032,Mary Poppins,0.44360902255639095,0.5129151291512916,0.16666666666666666,0.8387096774193548,0.063,0.1,0.85,0.7,0.25,0.05,0.9,0.0,0.15,0.0,0.4,0.1,0.95,0.9,1.0,0.05,0.0,0.0,0.95,0.98,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0
1033,American Fiction,0.47529538131041893,0.4317343173431734,0.6666666666666666,0.8064516129032258,0.034,0.05,0.01,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.99,0.02,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
1034,Wicked: Part Two,0.47636949516648763,0.0,0.16666666666666666,0.0,0.0,0.1,0.2,0.0,0.15,0.4,0.25,0.0,0.0,0.0,0.6,0.1,0.3,0.7,0.95,0.6,0.0,0.0,0.8,0.9,0.1,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0
1035,The Boy in the Striped Pajamas,0.4672395273899033,0.34686346863468637,0.3333333333333333,0.8279569892473118,0.08466666666666667,0.01,0.05,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,1.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
1036,Ocean's Eight,0.47261009667024706,0.4059040590405904,0.3333333333333333,0.6774193548387096,0.08266666666666667,0.7,0.3,0.0,0.1,0.0,0.85,0.95,0.75,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.65,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0
1037,Murder on the Orient Express,0.47207303974221265,0.42066420664206644,0.3333333333333333,0.6989247311827956,0.10133333333333333,0.1,0.15,0.0,0.2,0.05,0.05,0.8,0.0,0.0,0.75,0.1,0.0,0.0,0.95,0.1,0.2,0.05,0.05,0.0,0.95,0.1,0.05,0.0,0.0,0.0,0.9,0.0,0.0
1038,Infinity Pool,0.47529538131041893,0.4317343173431734,0.6666666666666666,0.6451612903225806,0.021,0.2,0.05,0.0,0.3,0.0,0.4,0.1,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.6,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.0
