Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Career Opportunities,1991,1h 23m,PG,5.8,18K,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
There's Something in the Barn,2023,1h 40m,R,5.5,,0.05,0.1,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.3,0.0,0.05,0.05,0.95,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Fifty Shades Darker,2017,1h 58m,R,4.6,115K,0.2,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0
The Other Woman,2014,1h 49m,PG,6.0,154K,0.01,0.01,0.0,0.0,0.0,0.95,0.01,0.8,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mars Attacks!,1996,1h 46m,PG,6.4,249K,0.2,0.1,0.95,0.15,0.0,0.8,0.0,0.0,0.0,0.1,0.05,0.6,0.3,1.0,0.2,0.0,0.7,0.1,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.0,0.75,0.0,0.0,0.9
Sing Sing,2023,1h 47m,R,7.8,,0.1,0.05,0.0,0.05,0.15,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Nanny McPhee,2005,1h 37m,PG,6.6,87K,0.1,0.65,0.0,0.2,0.0,0.75,0.0,0.25,0.0,0.5,0.05,0.95,0.8,1.0,0.1,0.0,0.05,0.15,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.15,0.0
Empire of the Sun,1987,2h 33m,PG,7.7,137K,0.2,0.7,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.9,0.6,0.6,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.0,0.0
Kill Bill: Vol. 2,2004,2h 17m,R,8.0,823K,0.98,0.95,0.0,0.1,0.05,0.15,0.2,0.12,0.0,0.75,0.25,0.0,0.1,1.0,0.05,0.0,0.3,0.1,0.0,0.4,0.1,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Italian Job,2003,1h 51m,PG,7.0,394K,0.95,0.85,0.0,0.1,0.0,0.6,0.8,0.55,0.0,0.3,0.15,0.2,0.0,1.0,0.05,0.0,0.0,0.2,0.0,0.7,0.25,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Truth or Dare,2018,1h 40m,PG,5.2,68K,0.6,0.1,0.0,0.05,0.0,0.2,0.3,0.25,0.0,0.5,0.0,0.15,0.1,1.0,0.0,0.0,0.4,0.1,0.0,0.45,0.0,0.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Empty Man,2020,2h 17m,R,6.2,42K,0.75,0.2,0.0,0.1,0.0,0.0,0.85,0.0,0.0,0.7,0.05,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Fractured,2019,1h 39m,R,6.5,99K,0.1,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Atlantis: The Lost Empire,2001,1h 35m,PG,6.9,138K,0.6,0.95,0.98,0.75,0.0,0.1,0.0,0.0,0.0,0.5,0.8,0.9,0.95,1.0,0.7,0.0,0.05,0.2,0.1,0.6,0.0,0.15,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.65,0.0,0.9
Warcraft,2016,2h 3m,PG,6.7,285K,0.85,0.75,0.1,0.2,0.05,0.1,0.15,0.0,0.0,0.6,0.7,0.4,0.9,1.0,0.7,0.0,0.2,0.25,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.5,0.5,0.0,0.05,0.75,0.0,0.6
Robin Hood: Men in Tights,1993,1h 44m,R,6.7,140K,0.2,0.3,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.7,0.6,1.0,0.2,0.0,0.0,0.2,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
Angels Fallen: Warriors of Peace,2024,1h 43m,R,5.0,,0.7,0.65,0.0,0.15,0.2,0.05,0.1,0.0,0.0,0.75,0.4,0.3,0.1,0.95,0.5,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.6,0.0,0.0
Extraction,2020,1h 56m,R,6.8,272K,0.95,0.8,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.6,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Heart of Stone,2023,2h 2m,PG,5.7,63K,0.8,0.65,0.0,0.05,0.1,0.15,0.2,0.05,0.0,0.7,0.25,0.1,0.0,0.95,0.15,0.1,0.0,0.05,0.0,0.75,0.0,0.1,0.0,0.2,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Jungle Book,2016,1h 46m,PG,7.3,296K,0.75,0.95,0.8,0.2,0.05,0.3,0.0,0.1,0.0,0.6,0.4,0.9,0.9,1.0,0.15,0.1,0.1,0.5,0.45,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Black Mass,2015,2h 3m,R,6.8,196K,0.7,0.05,0.0,0.05,0.95,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.9,0.0,0.05,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Lone Survivor,2013,2h 1m,R,7.5,312K,0.98,0.85,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.95,0.7,0.0,0.0,1.0,0.92,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.99,0.0,0.0,0.95,0.0,0.0
The Babysitter,2017,1h 25m,R,6.4,113K,0.7,0.1,0.0,0.05,0.0,0.85,0.2,0.9,0.0,0.6,0.0,0.2,0.05,1.0,0.0,0.0,0.75,0.1,0.0,0.6,0.0,0.05,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Five Nights at Freddy's 2,2025,,,,,0.1,0.15,0.75,0.2,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.2,0.6,0.95,0.0,0.0,0.9,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.25,0.0,0.0,0.0
Triangle,2009,1h 39m,R,6.9,135K,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Jupiter Ascending,2015,2h 7m,PG,5.3,196K,0.75,0.8,0.0,0.1,0.0,0.15,0.05,0.0,0.0,0.5,0.6,0.2,0.9,1.0,0.05,0.0,0.05,0.2,0.05,0.1,0.0,0.25,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.95
Colombiana,2011,1h 48m,PG,6.4,110K,0.95,0.6,0.0,0.05,0.1,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Despicable Me 3,2017,1h 29m,PG,6.2,163K,0.2,0.55,0.95,0.1,0.0,0.8,0.0,0.0,0.0,0.15,0.05,0.9,0.2,1.0,0.0,0.0,0.05,0.15,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.1,0.1
The Naked Gun: From the Files of Police Squad!,1988,1h 25m,G,7.6,190K,0.2,0.05,0.0,0.01,0.0,0.95,0.1,0.8,0.0,0.05,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0
Licence to Kill,1989,2h 13m,PG,6.7,114K,0.95,0.8,0.0,0.05,0.0,0.05,0.85,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Deck the Halls,2006,1h 33m,PG,5.1,34K,0.0,0.0,0.0,0.01,0.0,0.85,0.0,0.2,0.0,0.15,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Illusionist,2006,1h 50m,PG,7.5,394K,0.1,0.05,0.0,0.4,0.7,0.05,0.0,0.0,0.0,0.9,0.1,0.0,0.1,1.0,0.8,0.0,0.0,0.2,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.0
Toy Story 5,2026,,,,,0.1,0.7,1.0,0.2,0.0,0.85,0.0,0.15,0.0,0.6,0.1,0.95,0.2,1.0,0.0,0.0,0.0,0.3,0.2,0.05,0.0,0.1,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Bad Moms,2016,1h 40m,R,6.2,136K,0.0,0.0,0.0,0.01,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
St. Elmo's Fire,1985,1h 50m,R,6.4,49K,0.01,0.01,0.0,0.05,0.0,0.25,0.0,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nightmare Alley,2021,2h 30m,R,7.0,170K,0.2,0.1,0.0,0.6,0.05,0.15,0.4,0.3,0.0,0.85,0.05,0.0,0.0,1.0,0.1,0.0,0.35,0.1,0.0,0.7,0.65,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0
The Waterboy,1998,1h 30m,PG,6.2,183K,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Safe House,2012,1h 55m,R,6.7,241K,0.95,0.2,0.0,0.05,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Commando,1985,1h 30m,R,6.7,179K,0.95,0.6,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.2,0.1,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0
District 9,2009,1h 52m,R,7.9,727K,0.75,0.6,0.0,0.5,0.05,0.1,0.2,0.0,0.0,0.8,0.15,0.0,0.0,1.0,0.1,0.0,0.25,0.1,0.0,0.35,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.1,0.0,0.95
Being John Malkovich,1999,1h 53m,R,7.7,358K,0.05,0.05,0.0,0.65,0.1,0.85,0.0,0.9,0.0,0.7,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Promises,2007,1h 40m,R,7.6,267K,0.65,0.05,0.0,0.15,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Noah,2014,2h 18m,PG,5.8,270K,0.7,0.8,0.0,0.6,0.2,0.05,0.0,0.0,0.0,0.9,0.95,0.4,0.75,1.0,0.85,0.0,0.1,0.2,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.0
Wayne's World,1992,1h 34m,PG,7.0,175K,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.8,0.0,0.15,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Five Feet Apart,2019,1h 56m,PG,7.2,87K,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
The Jester,2023,1h 30m,R,3.9,,0.1,0.05,0.0,0.2,0.15,0.3,0.0,0.25,0.0,0.6,0.0,0.0,0.05,1.0,0.4,0.45,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finch,2021,1h 55m,PG,6.9,101K,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Hulk,2003,2h 18m,PG,5.6,283K,0.95,0.2,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.15,0.1,0.05,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.0,0.0,0.8
Sideways,2004,2h 7m,R,7.5,208K,0.05,0.05,0.0,0.2,0.0,0.85,0.0,0.7,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.75,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boss Level,2020,1h 40m,R,6.8,82K,0.95,0.2,0.0,0.05,0.0,0.1,0.05,0.25,0.0,0.4,0.1,0.05,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.35,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Upside,2017,2h 6m,PG,7.0,65K,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.4,0.0,0.8,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9: The Fast Saga,2021,2h 23m,PG,5.2,167K,0.98,0.95,0.0,0.01,0.05,0.2,0.1,0.15,0.0,0.3,0.7,0.4,0.1,0.99,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Long Kiss Goodnight,1996,2h 1m,G,6.8,87K,0.85,0.2,0.0,0.15,0.05,0.4,0.1,0.45,0.0,0.7,0.05,0.1,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.65,0.25,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.5,0.0
The Danish Girl,2015,1h 59m,G,7.1,201K,0.01,0.01,0.0,0.65,0.95,0.05,0.01,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.8,0.9,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Lost Daughter,2021,2h 1m,R,6.7,77K,0.01,0.0,0.0,0.15,0.02,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Take,2016,1h 32m,R,6.3,52K,0.7,0.1,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Night of the Hunter,1955,1h 32m,R,8.0,101K,0.15,0.05,0.0,0.75,0.0,0.0,0.95,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.1,0.3,0.1,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Nun II,2023,1h 50m,R,5.6,66K,0.2,0.15,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.1,1.0,0.0,0.05,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The French Dispatch,2021,1h 47m,R,7.1,155K,0.05,0.01,0.0,0.85,0.1,0.7,0.02,0.65,0.15,0.9,0.01,0.02,0.01,0.95,0.75,0.7,0.0,0.1,0.05,0.15,0.01,0.05,0.05,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0
Peter Pan,2003,1h 53m,PG,6.8,82K,0.6,0.95,0.8,0.2,0.0,0.7,0.0,0.0,0.0,0.5,0.1,0.9,0.98,1.0,0.0,0.0,0.05,0.75,0.85,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0
Sense and Sensibility,1995,2h 16m,PG,7.7,129K,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.8,0.0,0.05,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anastasia,1997,1h 34m,G,7.1,139K,0.1,0.6,0.95,0.2,0.8,0.3,0.05,0.15,0.0,0.75,0.15,0.9,0.25,0.98,0.7,0.7,0.0,0.65,0.55,0.35,0.0,0.5,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Pleasure,2021,1h 49m,R,6.3,24K,0.01,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Project X,2012,1h 28m,R,6.7,240K,0.2,0.05,0.0,0.01,0.0,0.8,0.1,0.75,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Robots,2005,1h 31m,R,6.4,166K,0.2,0.35,0.95,0.4,0.05,0.8,0.0,0.6,0.0,0.65,0.1,0.9,0.25,0.98,0.05,0.0,0.0,0.55,0.45,0.15,0.0,0.25,0.15,0.75,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Mummy,2017,1h 50m,PG,5.4,211K,0.7,0.8,0.0,0.1,0.05,0.15,0.2,0.05,0.0,0.6,0.4,0.25,0.75,1.0,0.65,0.6,0.6,0.1,0.0,0.5,0.0,0.1,0.0,0.5,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0
Back to the Future Part III,1990,1h 58m,PG,7.4,492K,0.7,0.95,0.0,0.05,0.0,0.8,0.0,0.2,0.0,0.5,0.2,0.9,0.75,1.0,0.3,0.3,0.0,0.1,0.1,0.0,0.0,0.05,0.0,0.85,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0
The Boondock Saints,1999,1h 48m,R,7.6,254K,0.95,0.6,0.0,0.2,0.0,0.7,0.9,0.0,0.0,0.65,0.05,0.1,0.05,1.0,0.0,0.0,0.2,0.15,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.85,0.0,0.0,0.0
Under the Silver Lake,2018,2h 19m,R,6.5,54K,0.15,0.05,0.0,0.7,0.0,0.2,0.4,0.4,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Hangover Part II,2011,1h 42m,R,6.5,546K,0.2,0.15,0.0,0.0,0.0,0.85,0.05,0.7,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Never Let Me Go,2010,1h 43m,G,7.1,155K,0.05,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Meg 2: The Trench,2023,1h 56m,PG,5.0,88K,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.25,0.15,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.9
Breakfast at Tiffany's,1961,1h 55m,R,7.6,196K,0.05,0.01,0.0,0.35,0.0,0.65,0.0,0.15,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.85,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacific Rim,2013,2h 11m,R,6.9,539K,0.95,0.9,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.8,0.2,0.6,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.98
Ender's Game,2013,1h 54m,G,6.6,258K,0.95,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.2,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Set It Up,2018,1h 45m,R,6.5,68K,0.05,0.05,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.95,0.0
Geostorm,2017,1h 49m,G,5.3,123K,0.75,0.6,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.4,0.5,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Fighter,2010,1h 56m,R,7.8,394K,0.1,0.05,0.0,0.15,0.95,0.2,0.8,0.25,0.0,0.9,0.05,0.1,0.0,1.0,0.7,0.85,0.0,0.1,0.05,0.2,0.1,0.15,0.05,0.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Tomorrowland,2015,2h 10m,PG,6.4,194K,0.7,0.85,0.0,0.2,0.1,0.15,0.0,0.0,0.0,0.6,0.55,0.65,0.75,1.0,0.25,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.15,0.0,0.95
Hansel & Gretel: Witch Hunters,2013,1h 28m,G,6.1,220K,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.2,0.1,0.3,0.75,0.95,0.0,0.0,0.85,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Just Friends,2005,1h 36m,PG,6.2,129K,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.75,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elektra,2005,1h 37m,PG,4.7,100K,0.95,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Gladiator,1992,1h 41m,G,6.5,11K,0.95,0.85,0.0,0.1,0.6,0.05,0.15,0.0,0.0,0.9,0.9,0.2,0.05,0.98,0.8,0.0,0.0,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.05,0.0,0.95,0.0,0.0
The 'Burbs,1989,1h 42m,PG,6.8,86K,0.01,0.0,0.0,0.05,0.0,0.95,0.02,0.8,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.02,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
Mississippi Burning,1988,2h 8m,R,7.8,114K,0.1,0.0,0.0,0.15,0.05,0.0,0.7,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.85,0.95,0.0,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Master and Commander: The Far Side of the World,2003,2h 18m,PG,7.5,243K,0.95,0.9,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.85,0.8,0.1,0.0,1.0,0.9,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,0.95,0.0,0.0
Orphan,2009,2h 3m,R,7.0,260K,0.1,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Magnificent Seven,1960,2h 8m,R,7.7,105K,0.95,0.8,0.0,0.1,0.05,0.05,0.1,0.0,0.0,0.7,0.6,0.2,0.0,1.0,0.05,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.98,0.0,0.1,0.0,0.0
"I, Tonya",2017,1h 59m,R,7.5,249K,0.05,0.0,0.0,0.1,0.95,0.8,0.2,0.9,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.9,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
